Date,"BTC price, USD","ETH price, USD","BTC profit, USD per day for TH","ETH profit, USD per day for TH"
2018-06-28,6120,435.865,0.351,0.0324
2018-06-29,5935,417.151,0.311,0.0313
2018-06-30,6382,449.963,0.306,0.0354
2018-07-01,6388,453.007,0.318,0.0388
2018-07-02,6479,461.591,0.3,0.0436
2018-07-03,6614,472.836,0.294,0.0406
2018-07-04,6592,467.609,0.326,0.0387
2018-07-05,6602,470.334,0.327,0.037
2018-07-06,6569,467.227,0.331,0.0386
2018-07-07,6611,469.681,0.306,0.038
2018-07-08,6759,487.68,0.33,0.0373
2018-07-09,6739,481.71,0.294,0.0358
2018-07-10,6516,449.73,0.313,0.0332
2018-07-11,6400,439.544,0.285,0.0341
2018-07-12,6252,434.059,0.304,0.0338
2018-07-13,6256,436.091,0.29,0.0342
2018-07-14,6253,434.064,0.298,0.0365
2018-07-15,6342,443.555,0.298,0.0383
2018-07-16,6537,464.55,0.282,0.0347
2018-07-17,6889,481.164,0.392,0.0357
2018-07-18,7413,495.013,0.38,0.0362
2018-07-19,7399,473.914,0.362,0.0352
2018-07-20,7430,458.668,0.333,0.0344
2018-07-21,7353,459.661,0.324,0.0367
2018-07-22,7455,463.305,0.437,0.0352
2018-07-23,7681,459.853,0.356,0.0336
2018-07-24,8068,467.81,0.38,0.0348
2018-07-25,8254,474.714,0.437,0.0347
2018-07-26,8199,476.029,0.383,0.0345
2018-07-27,8021,464.927,0.418,0.0338
2018-07-28,8180,467.496,0.363,0.034
2018-07-29,8206,465.904,0.367,0.0335
2018-07-30,8142,459.605,0.347,0.033
2018-07-31,7929,441.036,0.343,0.0318
2018-08-01,7580,420.923,0.321,0.031
2018-08-02,7598,415.863,0.324,0.0297
2018-08-03,7403,410.039,0.328,0.0299
2018-08-04,7260,412.101,0.319,0.0296
2018-08-05,7009,406.868,0.284,0.0289
2018-08-06,7006,407.729,0.27,0.029
2018-08-07,7000,403.193,0.327,0.03
2018-08-08,6454,366.405,0.276,0.0291
2018-08-09,6398,361.315,0.265,0.0281
2018-08-10,6414,356.341,0.298,0.0268
2018-08-11,6195,318.651,0.238,0.023
2018-08-12,6316,321.542,0.237,0.0233
2018-08-13,6356,308.434,0.259,0.0226
2018-08-14,6064,263.702,0.227,0.0193
2018-08-15,6377,287.24,0.271,0.0212
2018-08-16,6351,288.016,0.253,0.0216
2018-08-17,6474,299.95,0.254,0.0236
2018-08-18,6459,302.88,0.256,0.0226
2018-08-19,6412,297.009,0.24,0.022
2018-08-20,6462,291.302,0.265,0.0214
2018-08-21,6411,278.005,0.249,0.0203
2018-08-22,6592,281.285,0.275,0.0206
2018-08-23,6445,273.504,0.246,0.0205
2018-08-24,6566,276.374,0.258,0.0213
2018-08-25,6731,279.654,0.236,0.0205
2018-08-26,6691,273.774,0.277,0.0203
2018-08-27,6733,276.849,0.274,0.0203
2018-08-28,6997,288.3,0.241,0.0212
2018-08-29,7067,292.25,0.255,0.0219
2018-08-30,6947,281.98,0.265,0.0211
2018-08-31,6994,281.008,0.282,0.0209
2018-09-01,7114,290.451,0.257,0.0217
2018-09-02,7249,294.518,0.264,0.0223
2018-09-03,7269,289.961,0.271,0.0218
2018-09-04,7332,287.556,0.26,0.0218
2018-09-05,7145,264.905,0.286,0.0198
2018-09-06,6442,226.147,0.247,0.0172
2018-09-07,6463,222.844,0.241,0.017
2018-09-08,6380,212.06,0.227,0.0162
2018-09-09,6308,197.313,0.245,0.0158
2018-09-10,6307,196.245,0.201,0.0157
2018-09-11,6312,190.005,0.224,0.0154
2018-09-12,6287,176.072,0.258,0.0146
2018-09-13,6450,197.248,0.221,0.0168
2018-09-14,6507,213.086,0.222,0.0175
2018-09-15,6523,218.581,0.245,0.0179
2018-09-16,6491,218.053,0.228,0.018
2018-09-17,6408,212.796,0.235,0.0175
2018-09-18,6307,203.297,0.221,0.0166
2018-09-19,6352,209.437,0.239,0.0173
2018-09-20,6423,210.605,0.231,0.0172
2018-09-21,6667,229.965,0.243,0.0193
2018-09-22,6714,240.704,0.235,0.019
2018-09-23,6712,242.354,0.238,0.0193
2018-09-24,6645,236.38,0.228,0.019
2018-09-25,6424,214.33,0.239,0.0173
2018-09-26,6470,215.064,0.203,0.017
2018-09-27,6528,218.836,0.244,0.0174
2018-09-28,6683,225.946,0.24,0.018
2018-09-29,6568,226.64,0.23,0.0182
2018-09-30,6610,232.889,0.246,0.0186
2018-10-01,6610,230.629,0.23,0.0186
2018-10-02,6579,228.564,0.215,0.0186
2018-10-03,6484,219.977,0.23,0.0177
2018-10-04,6583,223.753,0.243,0.0178
2018-10-05,6584,223.003,0.206,0.0177
2018-10-06,6598,225.822,0.223,0.0179
2018-10-07,6580,224.157,0.219,0.0177
2018-10-08,6630,227.439,0.232,0.0178
2018-10-09,6639,228.517,0.234,0.018
2018-10-10,6581,225.622,0.223,0.0178
2018-10-11,6284,201.827,0.227,0.0163
2018-10-12,6278,196.354,0.191,0.0159
2018-10-13,6288,199.558,0.216,0.0161
2018-10-14,6335,200.705,0.202,0.0161
2018-10-15,6614,209.49,0.255,0.0169
2018-10-16,6642,210.881,0.209,0.017
2018-10-17,6609,210.319,0.227,0.0171
2018-10-18,6595,207.491,0.218,0.0166
2018-10-19,6514,204.01,0.243,0.0164
2018-10-20,6526,206.083,0.228,0.0169
2018-10-21,6574,207.884,0.226,0.0171
2018-10-22,6537,205.705,0.238,0.0171
2018-10-23,6511,203.783,0.223,0.017
2018-10-24,6530,204.735,0.217,0.0169
2018-10-25,6502,202.807,0.255,0.017
2018-10-26,6493,203.227,0.225,0.0172
2018-10-27,6491,203.71,0.212,0.0168
2018-10-28,6483,204.054,0.245,0.017
2018-10-29,6406,200.635,0.22,0.0171
2018-10-30,6331,196.55,0.243,0.0164
2018-10-31,6330,196.904,0.226,0.0164
2018-11-01,6361,198.251,0.205,0.0168
2018-11-02,6410,200.748,0.226,0.0173
2018-11-03,6385,200.281,0.239,0.0173
2018-11-04,6414,204.127,0.197,0.0174
2018-11-05,6451,209.288,0.245,0.0182
2018-11-06,6454,213.392,0.208,0.0184
2018-11-07,6547,219.677,0.23,0.019
2018-11-08,6503,215.126,0.222,0.0183
2018-11-09,6429,211.482,0.234,0.0183
2018-11-10,6424,212.522,0.244,0.0182
2018-11-11,6411,211.684,0.227,0.0177
2018-11-12,6426,211.986,0.228,0.0183
2018-11-13,6405,209.794,0.209,0.018
2018-11-14,6158,197.907,0.223,0.0169
2018-11-15,5605,178.889,0.197,0.0153
2018-11-16,5612,178.525,0.211,0.0151
2018-11-17,5571,174.96,0.219,0.0151
2018-11-18,5633,177.237,0.188,0.0154
2018-11-19,5285,160.029,0.208,0.014
2018-11-20,4632,139.783,0.192,0.0125
2018-11-21,4528,134.412,0.153,0.0126
2018-11-22,4541,133.841,0.184,0.0127
2018-11-23,4325,123.4,0.178,0.0117
2018-11-24,4310,122.893,0.174,0.0116
2018-11-25,3850,110.624,0.139,0.0107
2018-11-26,3933,113.082,0.152,0.011
2018-11-27,3776,107.211,0.149,0.0111
2018-11-28,4118,117.631,0.146,0.0129
2018-11-29,4271,119.394,0.172,0.013
2018-11-30,4129,115.711,0.153,0.0127
2018-12-01,4140,116.635,0.171,0.0122
2018-12-02,4192,117.759,0.156,0.0127
2018-12-03,4004,112.055,0.159,0.0122
2018-12-04,3981,110.908,0.207,0.0118
2018-12-05,3900,107.517,0.165,0.0118
2018-12-06,3756,99.984,0.177,0.0107
2018-12-07,3415,87.853,0.142,0.00975
2018-12-08,3449,91.506,0.158,0.0103
2018-12-09,3561,94.24,0.173,0.0107
2018-12-10,3554,92.799,0.152,0.0103
2018-12-11,3459,90.017,0.151,0.01
2018-12-12,3483,90.69,0.152,0.0105
2018-12-13,3433,89.755,0.167,0.0106
2018-12-14,3302,86.052,0.153,0.0102
2018-12-15,3256,84.6,0.145,0.00991
2018-12-16,3298,87.252,0.131,0.0102
2018-12-17,3417,90.414,0.186,0.0105
2018-12-18,3575,95.574,0.134,0.0114
2018-12-19,3813,104.493,0.209,0.0122
2018-12-20,3984,109.127,0.189,0.0128
2018-12-21,4034,114.237,0.209,0.0132
2018-12-22,3919,112.105,0.218,0.0129
2018-12-23,4039,130.171,0.2,0.0148
2018-12-24,4175,147.378,0.186,0.0162
2018-12-25,3829,130.099,0.196,0.0139
2018-12-26,3833,131.842,0.191,0.0137
2018-12-27,3766,125.008,0.194,0.0131
2018-12-28,3746,124.293,0.185,0.0133
2018-12-29,3915,139.101,0.166,0.0149
2018-12-30,3835,138.414,0.22,0.0147
2018-12-31,3804,137.043,0.166,0.0143
2019-01-01,3744,136.343,0.173,0.0148
2019-01-02,3865,149.513,0.169,0.0161
2019-01-03,3874,152.232,0.183,0.0153
2019-01-04,3821,152.948,0.166,0.0154
2019-01-05,3861,159.119,0.17,0.0159
2019-01-06,3925,155.829,0.172,0.0151
2019-01-07,4052,154.772,0.179,0.0149
2019-01-08,4031,151.113,0.198,0.0148
2019-01-09,4036,152.211,0.188,0.0147
2019-01-10,3825,136.803,0.165,0.0134
2019-01-11,3662,127.396,0.16,0.0124
2019-01-12,3648,126.634,0.153,0.0125
2019-01-13,3600,122.19,0.168,0.0122
2019-01-14,3604,122.009,0.161,0.0122
2019-01-15,3661,127.336,0.144,0.0124
2019-01-16,3626,122.689,0.16,0.0123
2019-01-17,3623,121.923,0.153,0.0124
2019-01-18,3637,121.682,0.168,0.0124
2019-01-19,3689,123.553,0.158,0.0123
2019-01-20,3638,121.361,0.157,0.0119
2019-01-21,3558,117.306,0.159,0.0109
2019-01-22,3573,117.819,0.142,0.0108
2019-01-23,3592,118.474,0.156,0.0113
2019-01-24,3576,116.778,0.174,0.011
2019-01-25,3580,116.484,0.14,0.0109
2019-01-26,3601,116.77,0.168,0.0111
2019-01-27,3578,114.997,0.142,0.011
2019-01-28,3474,106.711,0.152,0.0108
2019-01-29,3432,105.267,0.155,0.0113
2019-01-30,3464,107.303,0.137,0.0117
2019-01-31,3459,108.037,0.169,0.0116
2019-02-01,3455,106.614,0.156,0.0117
2019-02-02,3459,107.304,0.138,0.0119
2019-02-03,3454,108.197,0.15,0.012
2019-02-04,3442,107.14,0.151,0.0119
2019-02-05,3446,106.849,0.151,0.0118
2019-02-06,3400,103.437,0.155,0.0116
2019-02-07,3392,104.614,0.152,0.0118
2019-02-08,3481,110.199,0.143,0.0122
2019-02-09,3650,119.015,0.154,0.0132
2019-02-10,3645,118.598,0.155,0.0112
2019-02-11,3637,121.136,0.152,0.0115
2019-02-12,3611,120.728,0.142,0.0112
2019-02-13,3617,122.62,0.176,0.0115
2019-02-14,3601,122.125,0.133,0.0117
2019-02-15,3601,121.848,0.145,0.0117
2019-02-16,3617,122.815,0.174,0.0116
2019-02-17,3620,126.224,0.146,0.012
2019-02-18,3796,141.388,0.156,0.0135
2019-02-19,3935,147.256,0.165,0.0172
2019-02-20,3943,145.404,0.16,0.0132
2019-02-21,3942,145.791,0.15,0.0132
2019-02-22,3958,147.482,0.198,0.0135
2019-02-23,4006,150.915,0.151,0.0132
2019-02-24,4020,154.091,0.17,0.0136
2019-02-25,3822,138.7,0.162,0.0125
2019-02-26,3823,136.88,0.176,0.0123
2019-02-27,3819,136.62,0.163,0.0122
2019-02-28,3833,136.84,0.155,0.0117
2019-03-01,3837,136.494,0.159,0.0118
2019-03-02,3826,133.712,0.146,0.0122
2019-03-03,3819,133.003,0.167,0.0122
2019-03-04,3746,127.019,0.15,0.0119
2019-03-05,3786,131.161,0.171,0.0122
2019-03-06,3857,137.35,0.153,0.0127
2019-03-07,3884,137.878,0.164,0.0128
2019-03-08,3896,136.622,0.169,0.0125
2019-03-09,3915,136.834,0.166,0.0128
2019-03-10,3916,135.818,0.15,0.0126
2019-03-11,3889,133.746,0.176,0.0125
2019-03-12,3871,133.189,0.161,0.0126
2019-03-13,3871,132.266,0.159,0.0126
2019-03-14,3874,132.092,0.184,0.0125
2019-03-15,3904,134.993,0.153,0.0127
2019-03-16,4006,141.208,0.177,0.013
2019-03-17,3988,139.094,0.148,0.0128
2019-03-18,3993,138.526,0.187,0.015
2019-03-19,4003,138.25,0.169,0.0135
2019-03-20,4021,138.281,0.167,0.013
2019-03-21,4026,137.617,0.163,0.0132
2019-03-22,3999,136.278,0.168,0.0131
2019-03-23,4000,136.949,0.16,0.0131
2019-03-24,3989,136.269,0.153,0.0129
2019-03-25,3974,135.079,0.166,0.0129
2019-03-26,3933,133.834,0.145,0.0132
2019-03-27,4014,137.827,0.17,0.0139
2019-03-28,4032,138.322,0.166,0.0137
2019-03-29,4080,140.268,0.163,0.0139
2019-03-30,4103,142.857,0.156,0.0146
2019-03-31,4103,141.459,0.174,0.0144
2019-04-01,4138,142.086,0.161,0.0139
2019-04-02,4646,153.069,0.214,0.0151
2019-04-03,5028,169.7,0.204,0.017
2019-04-04,4974,160.32,0.212,0.0156
2019-04-05,4985,163.11,0.215,0.0157
2019-04-06,5048,165.22,0.192,0.0157
2019-04-07,5137,168.673,0.222,0.0162
2019-04-08,5224,179.951,0.222,0.0174
2019-04-09,5200,176.801,0.2,0.0168
2019-04-10,5262,179.253,0.23,0.0172
2019-04-11,5125,167.621,0.219,0.0171
2019-04-12,5043,164.034,0.205,0.0166
2019-04-13,5086,164.025,0.199,0.016
2019-04-14,5080,163.796,0.19,0.0157
2019-04-15,5125,164.934,0.24,0.016
2019-04-16,5105,163.271,0.204,0.0164
2019-04-17,5220,166.169,0.21,0.0172
2019-04-18,5265,172.431,0.227,0.0183
2019-04-19,5260,172.481,0.212,0.0168
2019-04-20,5310,173.686,0.199,0.0162
2019-04-21,5281,169.998,0.227,0.0158
2019-04-22,5310,170.625,0.199,0.0157
2019-04-23,5530,173.397,0.219,0.016
2019-04-24,5487,165.863,0.271,0.0157
2019-04-25,5431,163.279,0.211,0.0154
2019-04-26,5250,155.39,0.221,0.0148
2019-04-27,5252,157.234,0.192,0.0145
2019-04-28,5260,157.867,0.245,0.0146
2019-04-29,5240,155.706,0.213,0.0143
2019-04-30,5265,158.496,0.199,0.0144
2019-05-01,5354,161.126,0.233,0.0147
2019-05-02,5432,160.495,0.234,0.0152
2019-05-03,5704,166.24,0.212,0.0154
2019-05-04,5750,164.132,0.204,0.0148
2019-05-05,5778,162.951,0.229,0.0146
2019-05-06,5712,167.056,0.24,0.0153
2019-05-07,5921,176.628,0.213,0.016
2019-05-08,5901,169.909,0.251,0.0154
2019-05-09,6085,170.016,0.249,0.0154
2019-05-10,6318,173.033,0.231,0.0158
2019-05-11,6807,186.763,0.274,0.0168
2019-05-12,7158,191.571,0.312,0.0171
2019-05-13,7400,194.163,0.3,0.0175
2019-05-14,7988,207.163,0.298,0.0183
2019-05-15,8047,232.69,0.331,0.0206
2019-05-16,7992,261.173,0.327,0.0234
2019-05-17,7287,238.715,0.307,0.0203
2019-05-18,7328,238.422,0.301,0.0196
2019-05-19,7912,253.243,0.325,0.0212
2019-05-20,7900,249.302,0.301,0.0212
2019-05-21,7938,253.078,0.336,0.0217
2019-05-22,7884,253.452,0.344,0.022
2019-05-23,7701,240.892,0.292,0.0209
2019-05-24,7975,249.356,0.333,0.0222
2019-05-25,8023,251.506,0.291,0.022
2019-05-26,8103,251.905,0.346,0.0219
2019-05-27,8767,268.569,0.365,0.023
2019-05-28,8720,270.553,0.355,0.0237
2019-05-29,8648,269.173,0.365,0.0228
2019-05-30,8636,275.359,0.331,0.0231
2019-05-31,8356,257.521,0.273,0.0219
2019-06-01,8541,267.969,0.341,0.0226
2019-06-02,8662,268.417,0.305,0.022
2019-06-03,8537,262.73,0.306,0.0226
2019-06-04,7868,245.069,0.339,0.021
2019-06-05,7778,243.935,0.278,0.0213
2019-06-06,7756,244.19,0.273,0.0206
2019-06-07,7934,248.878,0.293,0.0207
2019-06-08,7938,246.72,0.25,0.0215
2019-06-09,7796,238.225,0.28,0.0206
2019-06-10,7810,239.242,0.283,0.0212
2019-06-11,7884,243.497,0.283,0.0213
2019-06-12,8018,250.785,0.268,0.0217
2019-06-13,8153,259.105,0.311,0.0228
2019-06-14,8337,256.412,0.321,0.0227
2019-06-15,8713,265.828,0.269,0.0236
2019-06-16,9081,270.861,0.308,0.0237
2019-06-17,9225,271.321,0.343,0.0241
2019-06-18,9161,267.548,0.357,0.0233
2019-06-19,9150,267.365,0.35,0.0232
2019-06-20,9339,269.114,0.291,0.0239
2019-06-21,9796,287.4,0.348,0.025
2019-06-22,10733,306.779,0.396,0.027
2019-06-23,10780,311.984,0.413,0.027
2019-06-24,10865,307.699,0.39,0.0262
2019-06-25,11320,311.745,0.365,0.0268
2019-06-26,12668,335.661,0.498,0.0277
2019-06-27,11826,311.016,0.384,0.0259
2019-06-28,11702,303.386,0.427,0.0257
2019-06-29,11867,305.29,0.396,0.0247
2019-06-30,11569,306.776,0.37,0.0248
2019-07-01,10709,291.556,0.349,0.0243
2019-07-02,10323,284.716,0.383,0.0231
2019-07-03,11337,294.509,0.373,0.0243
2019-07-04,11752,294.737,0.373,0.0244
2019-07-05,11141,287.832,0.389,0.0239
2019-07-06,11383,290.492,0.357,0.0237
2019-07-07,11297,293.578,0.344,0.0239
2019-07-08,11763,307.086,0.408,0.0255
2019-07-09,12497,311.441,0.344,0.0252
2019-07-10,12645,301.183,0.354,0.024
2019-07-11,11589,273.654,0.329,0.022
2019-07-12,11583,273.617,0.364,0.0212
2019-07-13,11424,269.637,0.311,0.0211
2019-07-14,10868,250.238,0.297,0.0195
2019-07-15,10433,226.311,0.307,0.0176
2019-07-16,10364,218.661,0.316,0.0182
2019-07-17,9580,205.984,0.238,0.0165
2019-07-18,10053,218.278,0.288,0.0171
2019-07-19,10469,220.219,0.299,0.0179
2019-07-20,10672,227.885,0.347,0.0179
2019-07-21,10579,224.636,0.272,0.0178
2019-07-22,10458,220.835,0.297,0.0179
2019-07-23,10082,213.793,0.314,0.0171
2019-07-24,9714,209.251,0.257,0.017
2019-07-25,10028,221.38,0.304,0.018
2019-07-26,9782,216.753,0.296,0.0174
2019-07-27,9734,213.448,0.254,0.0167
2019-07-28,9499,208.5,0.29,0.0163
2019-07-29,9556,210.952,0.259,0.0166
2019-07-30,9547,209.487,0.267,0.0164
2019-07-31,9850,214.315,0.316,0.0171
2019-08-01,10083,214.48,0.238,0.0176
2019-08-02,10482,218.384,0.333,0.0177
2019-08-03,10790,222.304,0.311,0.0178
2019-08-04,10814,220.529,0.297,0.0169
2019-08-05,11680,230.993,0.269,0.0177
2019-08-06,11772,229.549,0.319,0.0176
2019-08-07,11726,226.257,0.29,0.0173
2019-08-08,11811,222.953,0.322,0.017
2019-08-09,11837,213.437,0.307,0.0164
2019-08-10,11602,208.802,0.308,0.0158
2019-08-11,11403,211.724,0.28,0.0161
2019-08-12,11404,212.576,0.265,0.0162
2019-08-13,11161,208.988,0.316,0.0159
2019-08-14,10494,202.519,0.281,0.0156
2019-08-15,10035,184.726,0.257,0.0141
2019-08-16,10245,185.067,0.255,0.0142
2019-08-17,10309,184.739,0.251,0.0138
2019-08-18,10295,190.149,0.251,0.0147
2019-08-19,10614,198.884,0.294,0.0154
2019-08-20,10758,198.159,0.266,0.0156
2019-08-21,10219,187.696,0.248,0.015
2019-08-22,10058,188.639,0.265,0.0154
2019-08-23,10266,192.761,0.268,0.0154
2019-08-24,10156,190.199,0.257,0.015
2019-08-25,10104,188.754,0.253,0.0155
2019-08-26,10349,189.655,0.239,0.0151
2019-08-27,10191,186.994,0.254,0.0154
2019-08-28,10085,183.716,0.263,0.0149
2019-08-29,9533,169.476,0.249,0.0135
2019-08-30,9556,168.793,0.238,0.0132
2019-08-31,9608,169.078,0.251,0.0133
2019-09-01,9636,171.128,0.202,0.0136
2019-09-02,9934,173.461,0.245,0.0138
2019-09-03,10517,179.064,0.26,0.014
2019-09-04,10566,177.336,0.233,0.0142
2019-09-05,10575,173.428,0.262,0.0139
2019-09-06,10655,174.067,0.247,0.0144
2019-09-07,10426,173.184,0.254,0.0137
2019-09-08,10467,180.944,0.261,0.0143
2019-09-09,10319,180.423,0.214,0.0146
2019-09-10,10243,181.073,0.27,0.0146
2019-09-11,10082,178.463,0.247,0.0144
2019-09-12,10237,179.124,0.22,0.0141
2019-09-13,10328,179.75,0.227,0.0141
2019-09-14,10351,183.271,0.226,0.0145
2019-09-15,10334,188.601,0.226,0.0149
2019-09-16,10287,193.637,0.215,0.0151
2019-09-17,10237,202.788,0.215,0.0156
2019-09-18,10211,212.885,0.24,0.0163
2019-09-19,10007,211.736,0.198,0.0165
2019-09-20,10192,217.491,0.214,0.017
2019-09-21,10058,216.999,0.229,0.0161
2019-09-22,10005,210.682,0.219,0.0157
2019-09-23,9909,208.278,0.174,0.0157
2019-09-24,9469,191.32,0.237,0.0149
2019-09-25,8465,168.875,0.178,0.0131
2019-09-26,8260,166.919,0.176,0.0124
2019-09-27,8054,167.12,0.14,0.0126
2019-09-28,8171,173.757,0.18,0.0131
2019-09-29,8092,170.048,0.154,0.0129
2019-09-30,8081,172.903,0.155,0.0129
2019-10-01,8365,179.408,0.177,0.013
2019-10-02,8265,176.749,0.165,0.013
2019-10-03,8255,176.342,0.168,0.0133
2019-10-04,8173,175.174,0.167,0.013
2019-10-05,8129,175.261,0.158,0.013
2019-10-06,8016,173.887,0.161,0.0128
2019-10-07,8068,176.004,0.162,0.013
2019-10-08,8214,180.782,0.165,0.0134
2019-10-09,8339,185.889,0.153,0.014
2019-10-10,8556,191.722,0.189,0.0141
2019-10-11,8404,185.767,0.151,0.0133
2019-10-12,8340,182.82,0.153,0.0134
2019-10-13,8364,182.606,0.159,0.0131
2019-10-14,8319,183.982,0.168,0.0135
2019-10-15,8274,183.089,0.171,0.0129
2019-10-16,8081,176.985,0.162,0.0126
2019-10-17,8057,176.112,0.155,0.0125
2019-10-18,7980,173.955,0.158,0.0128
2019-10-19,7979,173.554,0.148,0.0124
2019-10-20,8030,172.728,0.168,0.0123
2019-10-21,8235,174.52,0.163,0.0128
2019-10-22,8209,173.633,0.162,0.0129
2019-10-23,7748,164.289,0.149,0.0119
2019-10-24,7456,161.58,0.118,0.0117
2019-10-25,7873,169.35,0.159,0.0125
2019-10-26,9321,182.601,0.172,0.0134
2019-10-27,9407,182.419,0.166,0.0134
2019-10-28,9466,183.923,0.187,0.0136
2019-10-29,9388,186.926,0.17,0.0137
2019-10-30,9218,185.577,0.177,0.0135
2019-10-31,9196,183.191,0.159,0.0132
2019-11-01,9176,182.536,0.182,0.0132
2019-11-02,9292,184.514,0.171,0.0132
2019-11-03,9245,183.431,0.177,0.0134
2019-11-04,9285,185.653,0.175,0.0137
2019-11-05,9357,187.915,0.184,0.0138
2019-11-06,9362,191.162,0.165,0.0138
2019-11-07,9274,189.14,0.174,0.0138
2019-11-08,9015,185.84,0.173,0.0135
2019-11-09,8833,184.7,0.196,0.0132
2019-11-10,8922,188.325,0.191,0.0132
2019-11-11,8830,187.781,0.166,0.0134
2019-11-12,8776,186.666,0.154,0.0132
2019-11-13,8797,187.848,0.193,0.013
2019-11-14,8728,186.735,0.184,0.0132
2019-11-15,8601,182.985,0.162,0.013
2019-11-16,8524,182.111,0.17,0.0131
2019-11-17,8584,184.397,0.182,0.013
2019-11-18,8460,183.186,0.146,0.013
2019-11-19,8204,177.428,0.185,0.0131
2019-11-20,8176,176.805,0.155,0.0134
2019-11-21,7924,169.954,0.16,0.0126
2019-11-22,7367,154.302,0.149,0.0119
2019-11-23,7255,151.292,0.149,0.011
2019-11-24,7209,149.726,0.124,0.0108
2019-11-25,6978,142.822,0.13,0.0104
2019-11-26,7165,146.946,0.151,0.0109
2019-11-27,7269,149.451,0.151,0.0106
2019-11-28,7555,153.093,0.154,0.0108
2019-11-29,7595,153.93,0.142,0.0108
2019-11-30,7673,153.488,0.139,0.0107
2019-12-01,7360,149.523,0.156,0.0106
2019-12-02,7315,149.678,0.142,0.0105
2019-12-03,7319,149.463,0.156,0.0103
2019-12-04,7314,147.861,0.149,0.0103
2019-12-05,7351,148.006,0.132,0.0105
2019-12-06,7436,150.003,0.15,0.0106
2019-12-07,7556,149.846,0.154,0.0103
2019-12-08,7549,150.684,0.138,0.0106
2019-12-09,7492,150.337,0.146,0.0106
2019-12-10,7340,147.905,0.151,0.0102
2019-12-11,7266,145.781,0.138,0.0103
2019-12-12,7217,143.819,0.133,0.0102
2019-12-13,7258,145.109,0.153,0.00983
2019-12-14,7204,144.045,0.139,0.00897
2019-12-15,7128,143.039,0.133,0.00904
2019-12-16,7085,140.782,0.155,0.00904
2019-12-17,6854,130.022,0.126,0.00881
2019-12-18,6799,125.514,0.133,0.00874
2019-12-19,7178,128.154,0.149,0.00883
2019-12-20,7211,128.574,0.144,0.00911
2019-12-21,7208,128.376,0.146,0.00892
2019-12-22,7276,130.06,0.138,0.00902
2019-12-23,7529,132.35,0.133,0.00924
2019-12-24,7362,129.08,0.142,0.00906
2019-12-25,7283,126.542,0.137,0.00898
2019-12-26,7278,126.986,0.161,0.00908
2019-12-27,7263,126.388,0.137,0.00901
2019-12-28,7361,128.374,0.145,0.00897
2019-12-29,7469,131.845,0.144,0.0091
2019-12-30,7388,134.025,0.152,0.00934
2019-12-31,7293,131.732,0.135,0.00927
2020-01-01,7238,131.352,0.154,0.00945
2020-01-02,7127,129.5,0.111,0.0102
2020-01-03,7250,131.522,0.144,0.0117
2020-01-04,7390,134.662,0.143,0.0114
2020-01-05,7503,137.648,0.131,0.0118
2020-01-06,7588,141.505,0.125,0.0123
2020-01-07,7953,143.178,0.168,0.012
2020-01-08,8273,143.216,0.13,0.0123
2020-01-09,7943,139.364,0.158,0.0122
2020-01-10,7933,139.979,0.141,0.0119
2020-01-11,8120,144.078,0.156,0.0121
2020-01-12,8146,144.71,0.14,0.0122
2020-01-13,8151,144.449,0.14,0.0122
2020-01-14,8605,154.823,0.169,0.0133
2020-01-15,8778,165.058,0.149,0.0138
2020-01-16,8693,162.487,0.163,0.0137
2020-01-17,8869,169.11,0.141,0.0143
2020-01-18,8907,172.566,0.143,0.0146
2020-01-19,8859,170.463,0.166,0.0145
2020-01-20,8670,166.201,0.149,0.0139
2020-01-21,8672,168.009,0.142,0.014
2020-01-22,8693,168.66,0.16,0.0141
2020-01-23,8469,163.656,0.143,0.0138
2020-01-24,8410,160.978,0.139,0.0132
2020-01-25,8349,160.471,0.15,0.0133
2020-01-26,8466,163.699,0.134,0.0137
2020-01-27,8744,168.986,0.137,0.0142
2020-01-28,9049,172.297,0.161,0.0147
2020-01-29,9349,176.67,0.163,0.0148
2020-01-30,9394,177.441,0.148,0.0151
2020-01-31,9366,181.274,0.153,0.0154
2020-02-01,9393,182.556,0.149,0.0156
2020-02-02,9398,188.245,0.159,0.0158
2020-02-03,9356,190.209,0.156,0.016
2020-02-04,9233,188.243,0.14,0.0157
2020-02-05,9421,196.261,0.168,0.0165
2020-02-06,9706,210.079,0.143,0.0178
2020-02-07,9798,220.197,0.166,0.0187
2020-02-08,9823,223.428,0.161,0.0184
2020-02-09,10083,227.591,0.184,0.019
2020-02-10,9932,223.036,0.136,0.0186
2020-02-11,9968,226.63,0.184,0.0187
2020-02-12,10331,255.953,0.167,0.0211
2020-02-13,10289,268.112,0.174,0.0218
2020-02-14,10272,272.711,0.15,0.022
2020-02-15,10152,277.514,0.178,0.0223
2020-02-16,9916,263.509,0.163,0.0213
2020-02-17,9723,254.059,0.17,0.0202
2020-02-18,9840,272.183,0.155,0.0215
2020-02-19,10091,278.069,0.161,0.0213
2020-02-20,9612,258.194,0.154,0.0202
2020-02-21,9688,262.603,0.164,0.0206
2020-02-22,9666,262.04,0.158,0.0202
2020-02-23,9850,269.56,0.164,0.0209
2020-02-24,9755,268.063,0.158,0.0205
2020-02-25,9520,257.198,0.153,0.0203
2020-02-26,9065,234.673,0.147,0.019
